date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qb1_value_pre,qb2_value_pre,qbelo_prob1,qbelo_prob2,qb1_game_value,qb2_game_value,score1,score2,result
2021-12-20,2021,0,,CLE,OAK,1524.99948992858,1434.06915120239,0.710457530053372,0.289542469946628,1539.6554790103,1423.88541255052,114.561096598057,177.703876493799,0.717335886354398,0.282664113645602,112.490101527261,128.837486436759,14,16,loss
2021-12-20,2021,0,,CHI,MIN,1415.41353250603,1515.286387501,0.449981785380825,0.550018214619175,1406.49557931069,1504.86955194019,80.5646633201272,215.65867859665,0.408264439944438,0.591735560055562,211.450786820719,-66.9119726052888,9,17,loss
2021-12-21,2021,0,,LAR,SEA,1596.2994157243,1521.65698889549,0.690796667123814,0.309203332876186,1580.08019029377,1511.94715028398,212.576713789212,161.069996302732,0.697887371838098,0.302112628161902,83.6179638306108,-29.2437573669889,20,10,win
2021-12-21,2021,0,,PHI,WSH,1502.99218648599,1464.43466418627,0.644769271817257,0.355230728182744,1491.72754723918,1509.81095742362,156.578151348872,32.7475443416795,0.739059863429457,0.260940136570543,275.825492269229,55.1881393855486,27,17,win
2021-12-23,2021,0,,TEN,SF,1555.62235933414,1555.07517181306,0.593226543299116,0.406773456700884,1548.67157046869,1563.10742446669,132.06741491318,140.771871835052,0.528548129126814,0.471451870873186,140.025343823555,141.064307602399,20,17,win
2021-12-25,2021,0,,GB,CLE,1675.61318802299,1508.19831868341,0.792142332501682,0.207857667498318,1647.52847730383,1522.64295352882,259.452171632816,114.951430515143,0.778891806384665,0.221108193615335,290.001903130546,-98.5440185303544,24,22,win
2021-12-25,2021,0,,ARI,IND,1544.19589952413,1625.77796711819,0.476154589292775,0.523845410707226,1545.71207079665,1604.86568021389,201.811036954817,134.124483779971,0.505581959403854,0.494418040596146,343.591785542838,183.815098449327,16,22,loss
2021-12-26,2021,0,,NE,BUF,1620.27557045134,1622.41774547088,0.589485465015681,0.410514534984319,1620.22488189342,1592.5916327484,127.264424590778,239.018262205781,0.61703738582448,0.38296261417552,-1.73297956474466,482.635590100488,21,33,loss
2021-12-26,2021,0,,CIN,BAL,1505.78577241389,1565.09033859368,0.508195654025439,0.491804345974561,1505.71368157447,1568.83170515526,154.489442094131,22.336362483402,0.720624838089791,0.279375161910209,541.279023275282,234.05090456317,41,21,win
2021-12-26,2021,0,,ATL,DET,1420.81731772462,1335.70269214475,0.703522649967058,0.296477350032942,1418.61787504859,1330.20253320879,134.920689982774,-4.8916207826577,0.829158691142293,0.170841308857707,94.5650279573838,86.2859052561251,20,16,win
2021-12-26,2021,0,,HOU,LAC,1343.7117939291,1534.44664537801,0.326559388499243,0.673440611500758,1354.169355145,1535.91096427421,97.8451527198176,243.994888811877,0.245492562395322,0.754507437604678,253.915667899201,210.780550465088,41,29,win
2021-12-26,2021,0,,NYJ,JAX,1292.08387221609,1233.39309670965,0.670847648020124,0.329152351979876,1302.12667557712,1244.82357356306,44.0683359783167,62.4659345395681,0.649486541744958,0.350513458255042,261.580630229235,194.388428659848,26,21,win
2021-12-26,2021,0,,PHI,NYG,1519.26244122333,1391.98211195874,0.751542237313472,0.248457762686528,1503.29108537134,1405.94733799995,168.502885440908,37.63386,0.785893147772673,0.214106852227327,158.173780992835,-127.784976568104,34,10,win
2021-12-26,2021,0,,MIN,LAR,1534.752052218,1610.24310082607,0.48490675436768,0.51509324563232,1522.29970717078,1593.67040194081,187.401613476456,199.680838793352,0.460542660994562,0.539457339005438,212.754721516986,8.78453849530788,23,30,loss
2021-12-26,2021,0,,CAR,TB,1395.26691715477,1644.31857143226,0.25740759960288,0.74259240039712,1390.35012758495,1610.5652955059,116.249620092109,236.08035935279,0.295857077341447,0.704142922658553,-16.3498386567193,208.602022316707,6,32,loss
2021-12-26,2021,0,,SEA,CHI,1507.71330379372,1395.94786778903,0.734493855162377,0.265506144837623,1498.35693863694,1389.0654240801,142.03862093576,134.583161527583,0.67588184598464,0.32411815401536,138.689917040601,111.743356654705,24,25,loss
2021-12-26,2021,0,,KC,PIT,1687.68201453527,1495.71234289619,0.814457206389184,0.185542793610816,1679.72977595769,1485.55708127333,225.06723164778,158.368468199397,0.820600325503708,0.179399674496292,307.777385715109,41.6303485473741,36,10,win
2021-12-26,2021,0,,OAK,DEN,1450.87032244756,1458.57172887675,0.581719769071753,0.418280230928248,1440.897938032,1474.34814084563,172.817237488095,128.28537935319,0.528300711689626,0.471699288310374,126.304408815107,38.191887466523,17,13,win
2021-12-26,2021,0,,DAL,WSH,1584.49515434761,1448.16440944893,0.761142404692685,0.238857595307315,1598.99709175173,1498.24741929146,182.933390927913,102.206825913275,0.748647248544615,0.251352751455385,329.980508671392,-111.285989383409,56,14,win
2021-12-27,2021,0,,NO,MIA,1575.5016526466,1521.17753734085,0.66527358217257,0.334726417827431,1579.7419880004,1523.6779001924,53.05014,152.522643999186,0.508024373129361,0.491975626870639,-207.503337263166,92.6841811162215,3,20,loss
2022-01-02,2021,0,,BUF,ATL,1653.54717468037,1429.75097688048,0.840565881926289,0.159434118073711,1625.48389850728,1423.50717570532,263.379994995251,130.885123780235,0.842257634811689,0.157742365188311,-0.89209899105621,44.1899604291176,29,15,win
2022-01-02,2021,0,,TEN,MIA,1566.57421286643,1561.8408003904,0.599028251713656,0.400971748286345,1561.62605485823,1553.12011397341,132.863207804218,146.53879771089,0.548287989975227,0.451712010024773,178.378120615617,-95.3726167620956,34,3,win
2022-01-02,2021,0,,BAL,LAR,1535.22147677959,1630.31409409173,0.45680121283401,0.54319878716599,1553.00464008951,1612.58758384954,47.7321745707688,180.591208763547,0.308622690429116,0.691377309570884,68.7632764567614,192.101363127143,19,20,loss
2022-01-02,2021,0,,NE,JAX,1589.14614124185,1222.22572393071,0.923178197002592,0.0768218029974085,1587.33261613454,1232.84618966479,114.364684175226,75.6581839515962,0.919539963707516,0.0804600362924835,277.837889733398,47.2901016110886,50,10,win
2022-01-02,2021,0,,IND,OAK,1644.17041858673,1463.99247952424,0.803979995372046,0.196020004627955,1624.57677491561,1455.94669074703,139.093545246906,168.165954620796,0.797246586492228,0.202753413507772,76.8385841088218,113.528487281321,20,23,loss
2022-01-02,2021,0,,CIN,KC,1535.65463422798,1698.63323896606,0.362620088583179,0.637379911416822,1521.54074664022,1690.2876742362,193.168400212246,233.338247054513,0.37169365755024,0.62830634244976,400.535122135629,325.934650350636,34,31,win
2022-01-02,2021,0,,NYJ,TB,1303.25124499503,1659.97613154129,0.157187727268605,0.842812272731395,1314.10405947539,1628.81751937866,65.8195654034084,233.332525649182,0.165509276423323,0.834490723576677,134.253944291742,310.035298242481,24,28,loss
2022-01-02,2021,0,,CHI,NYG,1407.01971460887,1377.27262923413,0.633069572486762,0.366930427513238,1399.01236114185,1393.44717161698,104.856090724001,80.9772531378383,0.607516517263018,0.392483482736982,9.65138295881859,-211.148287795804,29,3,win
2022-01-02,2021,0,,WSH,PHI,1431.70303129494,1533.97192394794,0.446570524352524,0.553429475647477,1480.83985461769,1515.79125175431,80.8575443836063,167.469974996101,0.446483629997468,0.553516370002532,106.270563275926,143.167774253448,16,20,loss
2022-01-02,2021,0,,SF,HOU,1544.12331828077,1380.35272522875,0.788667050526232,0.211332949473768,1550.15294007715,1396.64025532918,110.417420366818,113.452204237756,0.789339109778474,0.210660890221526,204.497813957458,28.0503676480018,23,7,win
2022-01-02,2021,0,,LAC,DEN,1497.80571407836,1445.44957180007,0.662746180021436,0.337253819978564,1493.44006409003,1459.2993881306,240.673454977198,119.276030164523,0.664068805056766,0.335931194943234,274.065479389977,198.286175519866,34,13,win
2022-01-02,2021,0,,NO,CAR,1534.83838959705,1379.60935704574,0.780355665175797,0.219644334824203,1550.29977421939,1372.09790371219,79.7975977490013,72.7961679013783,0.764662076643658,0.235337923356342,176.358212216497,-106.683736923965,18,10,win
2022-01-02,2021,0,,DAL,ARI,1600.9565325016,1525.80344805559,0.691424199429097,0.308575800570903,1616.4046564255,1526.00097609493,197.638102702261,215.989111813619,0.688491603042765,0.311508396957235,268.310634542486,354.924601101388,22,25,loss
2022-01-02,2021,0,,SEA,DET,1496.64145697388,1326.76903298889,0.794462021429112,0.205537978570888,1488.41000157519,1325.31323255206,141.703750546244,4.22613182122058,0.881906167738209,0.118093832261791,294.73306757514,109.092479837595,51,29,win
2022-01-02,2021,0,,GB,MIN,1679.74390585003,1514.68105895234,0.789904224757483,0.210095775242517,1651.94734681676,1503.38252526205,262.507144782589,60.1757990099102,0.887927530859746,0.112072469140254,343.261602586168,138.669473411788,37,10,win
2022-01-03,2021,0,,PIT,CLE,1484.7611184654,1504.06760085637,0.565381731350637,0.434618268649363,1474.99918299482,1518.22408401589,146.694656234195,93.6018856105928,0.529897445509945,0.470102554490055,-29.7819010103561,-182.185192555022,26,14,win
2022-01-08,2021,0,,DEN,KC,1425.65611076573,1680.13759858889,0.25147836928899,0.74852163071101,1439.5923024612,1672.11398678312,127.177044700058,242.597887384126,0.258377129687009,0.741622870312991,178.184657044474,315.108496436103,24,28,loss
2022-01-08,2021,0,,PHI,DAL,1548.10702032928,1580.48182231358,0.546813917163085,0.453186082836915,1529.92321189547,1596.04033194482,150.884896928765,204.705355886284,0.481108488113552,0.518891511886448,92.9446620619424,397.923326127756,26,51,loss
2022-01-09,2021,0,,BAL,PIT,1528.97431883962,1506.60294548568,0.623152354118331,0.376847645881669,1548.98239243453,1498.88910297271,49.8352847593679,129.04700050974,0.495193905254634,0.504806094745366,14.9903580883544,127.022585986411,13,16,loss
2022-01-09,2021,0,,JAX,IND,1217.45640598578,1619.08356793285,0.125891761073022,0.874108238926978,1227.83438668375,1599.79293746075,72.8213757175453,132.868049133098,0.131388514892844,0.868611485107156,229.25835393288,-82.9177137376467,26,11,win
2022-01-09,2021,0,,MIN,CHI,1502.00500327258,1430.20792775464,0.687287245178171,0.312712754821829,1496.96275622576,1424.02085904833,189.936924280509,95.3356199474824,0.677262721121302,0.322737278878698,202.305417609611,21.1448134724841,31,17,win
2022-01-09,2021,0,,NYG,WSH,1354.08441608836,1417.5679349136,0.5021823779827,0.4978176220173,1368.4386737105,1466.70789447653,21.0919763431896,83.3988462728385,0.427648256430363,0.572351743569637,-73.5743234435995,-39.7048951734973,7,22,loss
2022-01-09,2021,0,,DET,GB,1315.12309293428,1692.41996152979,0.142128190041453,0.857871809958547,1318.92223446829,1658.36711585305,142.319883248273,270.582590562947,0.428447125269044,0.571552874730956,246.542290756824,113.312705212007,37,30,win
2022-01-09,2021,0,,CLE,CIN,1482.22577383609,1554.15027460515,0.49003616158075,0.50996383841925,1494.334164038,1539.7144340933,124.295817412285,42.7120889487009,0.724675895171915,0.275324104828085,131.074208848729,3.35348505578658,21,16,win
2022-01-09,2021,0,,HOU,TEN,1369.50564946753,1593.51355991127,0.285911800374341,0.714088199625659,1385.83079547116,1592.46453304598,104.91202057878,137.414699085358,0.27017449743423,0.72982550256577,303.712305091634,324.91921427521,25,28,loss
2022-01-09,2021,0,,ATL,NO,1422.11787047373,1543.61224887538,0.419407097967272,0.580592902032728,1415.96174135633,1559.76119030338,122.215607445123,89.4536591957507,0.405589505418661,0.594410494581339,84.4067409378587,82.9387969741218,20,30,loss
2022-01-09,2021,0,,ARI,SEA,1546.27815824361,1508.28739702849,0.644021661364173,0.355978338635827,1546.36530057561,1494.80099965896,229.882660742396,157.006682249134,0.67407016134462,0.32592983865538,153.10414686134,227.801393830986,30,38,loss
2022-01-09,2021,0,,TB,CAR,1664.44343494066,1370.83549776741,0.887385920595788,0.112614079404212,1633.54158080167,1362.6364876282,241.002802908512,54.8481774188439,0.889953652835883,0.110046347164117,380.686592621297,174.03753809278,41,17,win
2022-01-09,2021,0,,LAR,SF,1636.5612520317,1554.97039404199,0.699274359202559,0.300725640797441,1616.60983150452,1560.96239993517,181.742224199907,140.801115411787,0.65559643236327,0.34440356763673,54.9941402812266,142.511403649548,24,27,loss
2022-01-09,2021,0,,BUF,NYJ,1661.18028108712,1298.78394159566,0.921310769383712,0.078689230616288,1633.02933285627,1309.37999805238,236.95278559662,72.6630032922417,0.906621960822799,0.0933780391772008,245.989824345982,-108.863246576713,27,10,win
2022-01-09,2021,0,,MIA,NE,1534.90145334556,1593.91545918678,0.508613685791284,0.491386314208716,1522.28163578566,1592.34441911558,122.347656263592,130.712004731043,0.479690995084698,0.520309004915303,207.911887546159,156.225505600461,33,24,win
2022-01-09,2021,0,,OAK,LAC,1489.07933017812,1517.5991751127,0.552307082009008,0.447692917990992,1480.73052820189,1513.14714975943,162.702207886848,244.012657418476,0.489497243363774,0.510502756636226,71.848157759498,148.202945919006,35,32,win
2022-01-15,2021,0,w,CIN,OAK,1535.81792279238,1501.28954510805,0.639439304186958,0.360560695813042,1530.54857986901,1494.93178684311,213.905072404584,153.616802874113,0.740617921365014,0.259382078634986,182.33908963868,81.9167894219176,26,19,win
2022-01-15,2021,0,w,BUF,NE,1664.98915056061,1571.34768794084,0.713657328099779,0.286342671900221,1637.60584998741,1568.22852473172,237.856489471556,133.263354817985,0.700099490756912,0.299900509243088,615.592584184476,167.806206767747,47,17,win
2022-01-16,2021,0,w,TB,PHI,1670.67713422243,1511.93921434202,0.783798138854509,0.216201861145491,1639.62242883526,1498.75929426201,254.97118187979,165.039754921836,0.805219192427668,0.194780807572332,204.083450836992,74.2219522037657,31,15,win
2022-01-16,2021,0,w,DAL,SF,1616.64962830084,1575.74248644824,0.64786107574687,0.35213892425313,1627.20424957828,1580.11282237327,224.027152910431,140.972144235563,0.690315803904329,0.309684196095671,85.8707242827902,109.71371997447,17,23,loss
2022-01-16,2021,0,w,KC,PIT,1687.59047413748,1524.59493597773,0.787922476226405,0.212077523773595,1679.7915898496,1512.59798251896,249.848948289323,128.844559057407,0.858472826188623,0.141527173811377,489.077131199563,153.731715207875,42,21,win
2022-01-17,2021,0,w,LAR,ARI,1615.78915962545,1516.58699205959,0.720153603388839,0.279846396611161,1597.45940906642,1514.9405281565,169.067415808039,222.20480935429,0.702535155180532,0.297464844819468,277.097615155062,-42.8478755173039,34,11,win
2022-01-22,2021,0,d,TEN,CIN,1600.90639155664,1550.16419285526,0.660666472884759,0.339333527115241,1599.4103365228,1540.51065677053,156.165150604343,210.748474127994,0.657161814310567,0.342838185689433,9.80724096644655,9.64298085267726,16,19,loss
2022-01-22,2021,0,d,GB,SF,1650.83961609676,1602.23123323568,0.657907330397798,0.342092669602202,1658.36711585305,1608.79408626216,270.582590562947,137.846301809454,0.75166846469155,0.24833153530845,45.9034790842756,-66.6277092431759,10,13,loss
2022-01-23,2021,0,d,TB,LAR,1681.79715825277,1632.34110458762,0.659004707894954,0.340995292105046,1649.5472918569,1615.16508023776,249.882408775511,179.870435742741,0.681439640456568,0.318560359543432,132.180809274186,379.027145609201,27,30,loss
2022-01-23,2021,0,d,KC,BUF,1699.47014493576,1683.33236712295,0.614689223994738,0.385310776005262,1687.45069901984,1656.91063389953,273.771766580347,275.630098942849,0.652719643156563,0.347280356843437,622.042187444984,434.101420463106,42,36,win
2022-01-30,2021,0,c,KC,CIN,1713.93236940195,1569.49896086539,0.769518715583336,0.230481284416664,1700.32475558882,1559.71789503791,308.598808666811,190.637924800462,0.810417382104968,0.189582617895032,134.683169933749,153.972640455576,24,27,loss
2022-01-30,2021,0,c,LAR,SF,1651.61534646246,1621.46556175302,0.633607888917025,0.366392111082975,1635.26548435516,1631.6320193859,199.786106729387,117.398900704191,0.636092750626742,0.363907249373258,248.504596145687,197.148059826102,20,17,win
2022-02-13,2021,1,s,CIN,LAR,1593.07933053181,1661.35275101933,0.402992096800954,0.597007903199046,1585.09891716675,1644.92900983594,186.971396365974,204.657955671017,0.315060428994618,0.684939571005382,85.9469478504219,160.915302452687,20,23,loss
2022-09-08,2022,0,,LAR,BUF,1614.76143599795,1614.24676177117,0.593181378775896,0.406818621224104,1582.71223642666,1613.25288918457,200.283690349184,259.606335354652,0.534145229764987,0.465854770235013,-47.5024361297541,402.149420113508,10,31,loss
2022-09-11,2022,0,,MIA,NE,1539.979483061,1537.002980919,0.596596619736076,0.403403380263924,1518.3807744429,1513.69295929324,139.176471577383,143.536642043217,0.582122815309695,0.417877184690305,179.561801913941,122.148554763531,20,7,win
2022-09-11,2022,0,,CIN,PIT,1558.19328503614,1510.14351011963,0.657183242146017,0.342816757853983,1550.25112575694,1473.26120029972,173.65012566931,168.278069496625,0.675155406851924,0.324844593148076,23.3195301229918,111.575432874867,20,23,loss
2022-09-11,2022,0,,ATL,NO,1436.67170851276,1543.81503771998,0.439646582691152,0.560353417308849,1379.24462793033,1516.08500906595,111.53247017397,151.069226360308,0.357017052673675,0.642982947326325,314.39129596597,151.832529587728,26,27,loss
2022-09-11,2022,0,,NYJ,BAL,1364.98338141478,1508.98821889838,0.388222885421114,0.611777114578886,1391.09463664916,1546.00671130851,110.24237276021,162.712934354309,0.384030838612477,0.615969161387523,116.176802995101,112.207146010844,9,24,loss
2022-09-11,2022,0,,CAR,CLE,1411.40119899043,1502.03875043257,0.463171418283325,0.536828581716675,1416.66449235436,1487.83588672495,90.5157953790199,117.772046930988,0.570080857866616,0.429919142133384,90.3093424367267,73.1802069760328,24,26,loss
2022-09-11,2022,0,,WSH,JAX,1465.28936483139,1351.45583260408,0.736808974416444,0.263191025583556,1480.76751500582,1397.9037557389,124.465516668014,107.347217187806,0.684329285790453,0.315670714209547,238.009623160667,81.266657337095,28,22,win
2022-09-11,2022,0,,DET,PHI,1406.13562557821,1502.21279354112,0.455395254911938,0.544604745088062,1412.4267934374,1532.60381138675,155.555005032842,157.966893021018,0.402830224809142,0.597169775190858,119.75532190545,258.100874530459,35,38,loss
2022-09-11,2022,0,,CHI,SF,1444.50838698149,1576.15210479743,0.405251183566675,0.594748816433325,1412.47967018654,1563.0091059397,111.238368786136,119.825459725882,0.374891278536016,0.625108721463984,40.6100090906667,19.8975019690214,19,10,win
2022-09-11,2022,0,,HOU,IND,1409.74187854811,1542.90415000834,0.403146041562445,0.596853958437555,1371.55869866541,1545.50150625399,134.592448806046,118.434720794397,0.329787483362109,0.67021251663789,144.694263762983,184.028779968381,20,20,tie
2022-09-11,2022,0,,MIN,GB,1513.63356703665,1589.40352505295,0.484505747017588,0.515494252982412,1526.6592102796,1591.07824034508,191.173773613419,248.114679415079,0.465846848621898,0.534153151378102,286.591625857349,-15.8578605132549,23,7,win
2022-09-11,2022,0,,ARI,KC,1501.69003139828,1628.56799982369,0.411880180396712,0.588119819603289,1497.99441266337,1590.28885810222,187.773067683845,259.403845628625,0.429777091775335,0.570222908224665,177.2268356766,491.308820496292,21,44,loss
2022-09-11,2022,0,,TEN,NYG,1556.04774903101,1385.81220250325,0.794803141081103,0.205196858918897,1527.28269090643,1426.39442940175,141.529359640553,126.884495977504,0.688387741332109,0.311612258667891,228.308314299156,98.329039914861,20,21,loss
2022-09-11,2022,0,,LAC,OAK,1505.25930678851,1492.96218336345,0.609439789168593,0.390560210831407,1543.48706976483,1500.82709643146,216.822176734893,146.446801528894,0.644370148258628,0.355629851741372,328.721705186463,-16.4338539410463,24,19,win
2022-09-11,2022,0,,DAL,TB,1561.77392100893,1610.01527758529,0.524098939627661,0.475901060372339,1555.06328100287,1595.98478394211,198.657044569247,238.112248825378,0.505245765174673,0.494754234825327,-45.5264612312238,109.256483387937,3,19,loss
2022-09-12,2022,0,,SEA,DEN,1526.98570880834,1447.13549014476,0.697163073826176,0.302836926173825,1433.30832623957,1519.42878538183,132.114961293175,164.086153407319,0.427179766155465,0.572820233844535,232.955349264916,243.486739520059,17,16,win
2022-09-15,2022,0,,KC,LAC,1654.03135626554,1518.78005370816,0.760010880057792,0.239989119942209,1617.00935024913,1555.65981669693,282.594343115392,228.01212958005,0.673203411741467,0.326796588258533,225.584129771631,248.191784908395,27,24,win
2022-09-18,2022,0,,BAL,MIA,1529.76958124994,1560.63340273113,0.548968440207009,0.451031559792991,1566.53600026044,1539.87420725679,157.662355519963,143.215004611038,0.601674352828873,0.398325647171127,637.077418040979,473.00425386097,38,42,loss
2022-09-18,2022,0,,PIT,NE,1529.35152673728,1516.34906124887,0.610405797224483,0.389594202775517,1493.12817308837,1492.19952647935,162.607805834449,141.397833315248,0.575340700255205,0.424659299744795,57.6900028338688,159.729844632467,14,17,loss
2022-09-18,2022,0,,JAX,IND,1341.98294282052,1539.95025188679,0.317470389417847,0.682529610582153,1386.32579204207,1540.31028390983,104.739161202735,124.994126711795,0.353794067798617,0.646205932201383,316.615841590458,-199.624566981742,24,0,win
2022-09-18,2022,0,,NYG,CAR,1398.14970404759,1401.34151262844,0.588022517975528,0.411977482024472,1436.5746403702,1403.85307471063,124.02895037124,90.4951500847904,0.636591309453944,0.363408690546056,92.587487642856,77.9291895998233,19,16,win
2022-09-18,2022,0,,CLE,NYJ,1512.09843679456,1344.20201906322,0.792598383141387,0.207401616858613,1500.64730436868,1370.56534769723,113.312862935492,110.835815783699,0.621018048932577,0.378981951067423,211.173079725926,318.080166330515,30,31,loss
2022-09-18,2022,0,,NO,TB,1549.79527571444,1639.94092030683,0.463875561422973,0.536124438577027,1520.81459647737,1624.66168067532,151.14555668305,225.226672281634,0.424998504346616,0.575001495653384,-89.1538471540375,102.948022183297,10,20,loss
2022-09-18,2022,0,,DET,WSH,1393.68526175694,1474.76225461495,0.476879846854097,0.523120153145903,1401.59469996716,1492.34547870265,151.975036720103,135.81992731728,0.439220090182892,0.560779909817108,201.909615485865,189.062121819561,36,27,win
2022-09-18,2022,0,,LAR,ATL,1576.96490149067,1430.6914705183,0.771391947654175,0.228608052345825,1549.33034693542,1374.51504051891,175.50507770129,131.81835275317,0.786169520608555,0.213830479391445,201.297194123966,68.8382401234575,31,27,win
2022-09-18,2022,0,,SF,SEA,1547.90730110936,1530.92458073907,0.615840571924422,0.384159428075578,1533.01066540476,1441.43761610135,109.832663950196,142.19900009035,0.685737183537579,0.314262816462421,18.0986935596809,104.875799651758,27,7,win
2022-09-18,2022,0,,DAL,CIN,1531.84827828739,1538.98526841849,0.582510121385323,0.417489878614677,1526.38638426966,1530.38415296829,17.0225764295984,158.617066114678,0.338962264548264,0.661037735451736,160.742952246748,100.129950234165,20,17,win
2022-09-18,2022,0,,DEN,HOU,1443.19661821403,1412.69577666966,0.634076899269047,0.365923100730953,1511.29949552005,1376.74992100957,172.026212018593,135.60263030174,0.764648853184904,0.235351146815096,-23.8663680144133,-20.6161271827044,16,9,win
2022-09-18,2022,0,,OAK,ARI,1479.4414364438,1476.22667495643,0.596926661090769,0.403073338909231,1488.65434949936,1471.27392051646,130.1587359819,186.71844448312,0.577348588726415,0.422651411273585,218.549670487102,225.791910942765,23,29,loss
2022-09-18,2022,0,,GB,CHI,1560.04972147529,1472.75319066956,0.70613569405987,0.29386430594013,1560.48025951315,1442.47811072148,221.717425422246,104.17553281659,0.727584067740743,0.272415932259257,204.658917886195,-10.2516644198931,27,10,win
2022-09-19,2022,0,,BUF,TEN,1652.04329627845,1543.71024748667,0.730622906762201,0.269377093237799,1646.63477867581,1517.10247993798,273.860643830538,150.207255106413,0.757619178448569,0.242380821551431,388.068878934743,-44.5010233076412,41,7,win
2022-09-19,2022,0,,PHI,MIN,1514.66315736239,1542.98737061431,0.552585521029126,0.447414478970875,1543.43590485699,1557.25719111153,167.980291171962,200.715558837812,0.553471873160305,0.446528126839695,401.691323528032,-1.4361531741975,24,7,win
2022-09-22,2022,0,,CLE,PIT,1499.8097891911,1511.8053739069,0.575693160870893,0.424306839129108,1491.68880812108,1476.78443535538,123.098884614536,152.116025534391,0.503186808331149,0.496813191668851,222.989643416469,184.002449029615,29,17,win
2022-09-25,2022,0,,NE,BAL,1533.89521407925,1511.82046232936,0.622751293747227,0.377248706252773,1508.54326421234,1546.51686973589,143.23103444697,205.603861772064,0.491078673453107,0.508921326546893,93.5803321835474,387.7417937078,26,37,loss
2022-09-25,2022,0,,IND,KC,1493.18416289003,1660.13013633389,0.357358350619887,0.642641649380113,1496.63146545065,1625.58092129609,92.5322573424411,276.893321781016,0.341278239177405,0.658721760822595,108.698486678601,144.99134052656,20,17,win
2022-09-25,2022,0,,CHI,HOU,1456.865486252,1398.11059767527,0.670929136412265,0.329070863587735,1427.86409521875,1367.79513696575,92.7328130929411,119.980754553295,0.661240676027523,0.338759323972477,-132.266758598068,91.7622630075106,23,20,win
2022-09-25,2022,0,,TEN,OAK,1525.95458930942,1455.46674725315,0.685665180919437,0.314334819080563,1501.29046191511,1465.61762397948,130.736427265008,138.99782943242,0.624203467490922,0.375796532509078,179.158606411251,212.871726003631,24,22,win
2022-09-25,2022,0,,CAR,NO,1390.23121125724,1527.80017583472,0.397057545255065,0.602942454744935,1394.20436052745,1500.90772305067,89.2385540362939,127.115616299341,0.42343261240377,0.57656738759623,41.0069120897568,155.574404276338,22,14,win
2022-09-25,2022,0,,WSH,PHI,1450.49433804842,1540.10293902281,0.464644480281526,0.535355519718474,1466.01257475725,1568.81822004637,141.144146767508,191.351394407569,0.406049293679614,0.593950706320386,-84.8880544998628,253.160425727197,8,24,loss
2022-09-25,2022,0,,NYJ,CIN,1356.49066666668,1527.7066346268,0.351733461123541,0.648266538876459,1379.52384394483,1511.03584844918,131.560250838381,152.768354526627,0.435142699359458,0.564857300640542,-58.8579043499641,196.950716755255,12,27,loss
2022-09-25,2022,0,,MIA,BUF,1578.58252165171,1669.7989544557,0.462342963233668,0.537657036766332,1559.89333778134,1662.44679669868,176.193929536032,285.281467340958,0.425686104172103,0.574313895827897,202.880318873366,342.509838154555,21,19,win
2022-09-25,2022,0,,MIN,DET,1517.54758895389,1417.95317832347,0.720608423660111,0.279391576339889,1531.87487592215,1427.92760391256,180.500387636611,156.968494596679,0.702021711012096,0.297978288987904,170.665306744208,177.633048367256,28,24,win
2022-09-25,2022,0,,LAC,JAX,1512.68127363981,1388.74903181728,0.747926011616466,0.252073988383534,1547.08824564997,1430.00461050125,230.030095112885,125.926829241507,0.737725172124327,0.262274827875673,132.73295238297,337.691214298673,10,38,loss
2022-09-25,2022,0,,ARI,LAR,1500.20136414708,1583.67875663439,0.473433935987489,0.526566064012511,1494.31064603634,1555.57162797895,190.625791129084,178.084289343558,0.492929088056307,0.507070911943693,206.60261913291,134.658477978372,12,20,loss
2022-09-25,2022,0,,TB,GB,1661.93602018655,1575.93742589285,0.704582908371086,0.295417091628914,1644.56855410202,1575.09427501588,212.9988072718,220.011574668641,0.668800881108529,0.331199118891471,213.967209816727,252.86013621929,12,14,loss
2022-09-25,2022,0,,SEA,ATL,1508.3733109718,1423.97761537458,0.702658722607431,0.297341277392569,1423.41256723369,1368.27375947538,138.46668004649,125.520341490199,0.654259681041824,0.345740318958176,210.668625433393,99.000049897322,23,27,loss
2022-09-25,2022,0,,DEN,SF,1457.78179720842,1570.45857087663,0.43181505969584,0.56818494030416,1520.25427956387,1551.03571427242,152.436954015292,135.028774495783,0.505803055685553,0.494196944314447,36.5683006847954,30.5409701920558,11,10,win
2022-09-26,2022,0,,NYG,DAL,1409.26000541879,1543.12691207908,0.402170424623914,0.597829575376086,1446.22335455338,1545.73468878877,120.884804098401,31.3946140113134,0.655994024270169,0.344005975729831,74.2997437380818,193.129021135457,16,23,loss
2022-09-29,2022,0,,CIN,MIA,1546.31258420313,1590.53852868486,0.529860692116216,0.470139307883784,1534.67822012609,1572.81793497571,157.18659074949,178.862568469765,0.488205435624,0.511794564376,231.300637262453,-6.11871811684089,27,15,win
2022-10-02,2022,1,,NO,MIN,1500.40036913736,1525.91485452282,0.463347568295459,0.536652431704541,1474.93772829893,1540.8585340472,87.9165392999827,179.516879547371,0.344946151995755,0.655053848004245,170.367686964518,138.252857500894,25,28,loss
